age;job;balance;loan;marital;education;default;housing;contact;campaign;deposit
33;technician;NA;no;single;secondary;no;no;unknown;2;no
31;management;0;no;single;tertiary;no;yes;cellular;2;no
53;blue-collar;1093;yes;married;secondary;no;yes;unknown;3;no
56;technician;NA;no;divorced;secondary;no;no;cellular;1;no
80;retired;1861;no;married;primary;no;no;telephone;2;no
63;housemaid;333;no;married;primary;no;no;telephone;1;no
37;entrepreneur;342;no;married;tertiary;no;yes;unknown;1;no
43;admin.;388;no;married;secondary;no;yes;cellular;2;no
62;retired;1515;no;married;primary;no;yes;cellular;1;no
25;admin.;654;no;single;secondary;no;no;cellular;1;no
51;services;-467;no;married;secondary;no;no;unknown;5;no
NA;blue-collar;398;NA;married;primary;no;yes;cellular;1;no
47;technician;0;no;married;secondary;no;no;unknown;1;no
39;blue-collar;12848;no;married;primary;no;yes;unknown;2;no
32;technician;5205;no;single;secondary;no;no;cellular;1;no
30;management;-181;no;married;tertiary;no;yes;cellular;2;no
34;management;250;NA;married;tertiary;no;no;cellular;1;no
41;admin.;110;yes;divorced;secondary;no;yes;cellular;2;no
44;management;445;yes;married;tertiary;no;no;telephone;2;no
43;management;175;NA;married;tertiary;no;yes;cellular;4;no
30;technician;458;no;single;secondary;no;no;cellular;7;no
46;management;5127;no;married;secondary;no;no;cellular;1;no
36;blue-collar;928;no;married;secondary;no;no;cellular;3;no
56;admin.;105;no;married;secondary;no;no;telephone;2;no
44;self-employed;18558;no;single;tertiary;no;yes;cellular;1;no
37;technician;375;no;single;secondary;yes;no;unknown;2;no
36;management;133;no;divorced;tertiary;no;yes;unknown;1;no
24;management;2278;no;married;secondary;no;yes;unknown;4;no
49;technician;443;no;single;unknown;no;no;unknown;11;no
69;services;23592;no;married;unknown;no;no;cellular;3;no
47;housemaid;61;no;divorced;primary;no;no;cellular;5;no
29;services;192;no;single;secondary;no;no;cellular;4;no
31;technician;628;no;single;secondary;no;yes;unknown;2;no
42;management;372;no;married;secondary;no;yes;telephone;8;no
30;management;222;yes;single;tertiary;no;no;cellular;1;no
26;admin.;2469;no;married;secondary;no;no;cellular;8;no
37;unemployed;459;no;married;secondary;no;no;cellular;4;no
28;blue-collar;254;no;married;primary;no;yes;cellular;2;no
36;management;NA;no;divorced;tertiary;no;no;unknown;4;no
46;blue-collar;-29;no;married;primary;no;yes;unknown;1;no
58;blue-collar;NA;no;married;primary;no;no;cellular;10;no
46;blue-collar;781;no;married;secondary;no;no;unknown;1;no
47;management;2793;NA;married;primary;no;yes;telephone;4;no
50;services;1134;no;married;secondary;no;no;unknown;2;no
47;technician;4568;no;married;tertiary;no;no;unknown;1;no
26;student;NA;no;single;secondary;no;yes;unknown;2;no
42;technician;1189;no;married;tertiary;no;no;unknown;3;no
34;technician;692;no;single;secondary;no;yes;unknown;1;no
46;management;716;yes;married;tertiary;no;yes;cellular;1;no
51;admin.;520;NA;divorced;secondary;no;no;cellular;1;no
52;NA;2133;yes;married;tertiary;no;no;cellular;1;no
38;technician;0;no;single;secondary;no;no;cellular;2;no
44;management;70;NA;married;tertiary;no;no;cellular;3;no
52;admin.;872;no;single;unknown;no;yes;telephone;6;no
32;management;2458;no;married;tertiary;no;yes;cellular;2;no
35;self-employed;-30;no;single;tertiary;no;no;cellular;2;no
36;blue-collar;409;NA;married;primary;no;yes;unknown;3;no
37;self-employed;60;yes;divorced;tertiary;no;no;unknown;3;no
26;management;667;no;divorced;tertiary;no;no;telephone;2;no
32;admin.;620;no;single;secondary;no;no;cellular;2;no
46;admin.;-60;no;divorced;secondary;no;no;cellular;1;no
50;entrepreneur;237;yes;married;primary;no;yes;unknown;4;no
43;management;373;no;married;secondary;no;yes;unknown;1;no
55;unemployed;1221;yes;married;primary;no;no;cellular;1;no
35;blue-collar;0;yes;married;secondary;no;yes;cellular;1;no
45;technician;999;no;married;secondary;no;yes;unknown;2;no
48;technician;67;no;married;unknown;no;yes;unknown;4;no
31;technician;-463;no;married;secondary;yes;yes;unknown;1;no
46;blue-collar;7934;NA;married;primary;no;yes;unknown;1;no
NA;entrepreneur;816;no;divorced;tertiary;no;no;cellular;1;no
53;technician;2557;no;married;tertiary;no;no;cellular;4;no
36;entrepreneur;546;no;married;secondary;no;no;cellular;3;no
50;entrepreneur;78;no;married;secondary;no;no;telephone;1;no
40;management;24450;no;married;tertiary;no;no;cellular;2;no
39;admin.;765;no;divorced;secondary;no;no;unknown;3;no
38;management;91;no;single;tertiary;no;yes;unknown;9;no
32;technician;703;no;single;tertiary;no;yes;cellular;2;no
31;technician;589;yes;married;secondary;no;yes;unknown;1;no
41;admin.;0;no;married;secondary;no;no;unknown;1;no
41;self-employed;1755;no;single;tertiary;no;no;unknown;10;no
58;retired;269;no;married;primary;no;yes;unknown;2;no
36;technician;432;no;married;secondary;no;yes;cellular;3;no
54;self-employed;4382;no;divorced;primary;no;yes;telephone;4;no
32;services;109;no;married;secondary;no;yes;unknown;13;no
54;retired;52;no;divorced;primary;no;no;unknown;3;no
46;blue-collar;922;yes;married;secondary;no;no;cellular;2;no
31;blue-collar;NA;no;married;secondary;no;yes;unknown;2;no
34;technician;8;NA;divorced;secondary;no;yes;cellular;2;no
46;blue-collar;-271;no;married;primary;no;yes;cellular;2;no
NA;admin.;0;no;married;secondary;no;no;cellular;10;no
30;management;14;no;married;tertiary;no;no;cellular;2;no
38;admin.;215;yes;married;secondary;no;yes;unknown;2;no
31;student;NA;no;single;tertiary;no;no;cellular;2;no
30;entrepreneur;265;yes;single;secondary;no;yes;unknown;10;no
43;admin.;323;yes;married;secondary;no;yes;cellular;3;no
26;management;800;no;single;tertiary;no;yes;cellular;2;no
32;technician;392;no;single;tertiary;no;yes;cellular;2;no
33;services;406;no;single;secondary;no;yes;cellular;1;no
40;blue-collar;104;no;married;primary;no;yes;unknown;2;no
47;housemaid;1453;no;divorced;secondary;no;no;unknown;1;no
34;blue-collar;1168;no;single;tertiary;no;no;cellular;2;no
39;blue-collar;766;no;married;primary;no;yes;unknown;3;no
49;blue-collar;1784;no;married;tertiary;no;no;unknown;1;no
41;blue-collar;3;no;divorced;secondary;no;yes;cellular;4;no
45;technician;1412;no;married;secondary;no;yes;cellular;4;no
45;technician;-312;no;married;secondary;no;yes;cellular;1;no
NA;housemaid;167;no;married;primary;no;yes;cellular;2;no
34;NA;1239;no;single;secondary;no;yes;unknown;1;no
44;blue-collar;776;no;married;secondary;no;yes;unknown;1;no
NA;admin.;-13;no;single;secondary;no;no;unknown;3;no
60;admin.;4519;no;divorced;secondary;no;no;cellular;1;no
56;retired;5769;no;married;tertiary;no;no;unknown;3;no
60;retired;414;no;married;primary;no;no;unknown;1;no
57;entrepreneur;958;no;married;tertiary;no;no;unknown;2;no
29;blue-collar;922;no;single;secondary;no;yes;cellular;1;no
39;management;1585;no;married;secondary;no;yes;cellular;2;no
33;blue-collar;910;no;single;primary;no;yes;cellular;1;no
61;retired;3738;no;married;primary;no;no;telephone;1;no
58;management;1387;no;single;tertiary;no;yes;telephone;6;no
27;blue-collar;-3;no;single;secondary;yes;yes;unknown;5;no
37;services;144;no;married;secondary;no;yes;cellular;2;no
34;technician;103;yes;single;secondary;yes;yes;cellular;1;no
35;admin.;0;no;married;secondary;no;yes;cellular;5;no
35;management;-547;no;married;tertiary;no;yes;cellular;2;no
49;management;9326;no;divorced;tertiary;no;yes;unknown;1;no
34;services;1281;no;divorced;secondary;no;no;cellular;1;no
34;blue-collar;267;no;married;primary;no;yes;unknown;1;no
48;management;0;yes;married;tertiary;yes;no;cellular;8;no
55;admin.;512;no;married;secondary;no;no;cellular;4;no
47;admin.;3531;no;single;secondary;no;yes;cellular;6;no
52;management;4358;no;married;tertiary;no;no;telephone;7;no
NA;management;222;no;single;tertiary;no;yes;cellular;4;no
54;retired;22;no;divorced;primary;no;no;unknown;4;no
40;management;37;no;divorced;tertiary;no;yes;unknown;1;no
43;technician;591;no;married;tertiary;no;yes;cellular;2;no
53;NA;12;no;married;tertiary;no;no;cellular;10;no
25;admin.;131;yes;single;secondary;no;yes;unknown;1;no
51;admin.;228;no;divorced;secondary;no;yes;unknown;1;no
45;blue-collar;1794;no;married;primary;no;yes;unknown;2;no
42;management;-34;no;married;secondary;yes;no;cellular;1;no
35;technician;416;no;married;tertiary;no;no;cellular;4;no
37;management;1170;yes;divorced;tertiary;no;yes;cellular;1;no
NA;blue-collar;0;no;married;primary;no;yes;unknown;1;no
42;services;466;no;divorced;secondary;no;no;cellular;1;no
58;technician;1463;no;married;secondary;no;yes;cellular;3;no
43;technician;6835;NA;divorced;secondary;no;no;cellular;1;no
29;technician;-397;NA;single;secondary;yes;yes;unknown;1;no
39;blue-collar;5222;no;married;secondary;no;yes;unknown;1;no
59;retired;0;no;married;primary;no;yes;cellular;4;no
36;services;526;no;married;secondary;no;yes;cellular;2;no
44;management;2422;no;divorced;tertiary;no;yes;cellular;2;no
34;admin.;430;no;married;secondary;no;yes;cellular;4;no
49;management;20;no;married;tertiary;no;yes;cellular;1;no
26;technician;-211;no;single;secondary;no;yes;unknown;3;no
51;NA;1337;no;married;primary;no;no;telephone;6;no
37;entrepreneur;4798;no;married;tertiary;no;yes;unknown;2;no
33;admin.;1077;no;married;secondary;no;yes;cellular;3;no
36;services;9713;no;single;secondary;no;yes;unknown;3;no
34;technician;5547;no;married;tertiary;no;yes;cellular;6;no
45;blue-collar;2433;NA;married;primary;no;no;cellular;2;no
38;services;105;no;married;secondary;no;no;cellular;2;no
40;technician;275;NA;divorced;secondary;no;no;cellular;4;no
54;management;366;no;married;primary;no;yes;unknown;1;no
34;services;-315;no;married;secondary;no;yes;unknown;2;no
51;management;-55;no;single;tertiary;yes;yes;cellular;2;no
46;technician;0;no;married;secondary;no;no;cellular;2;no
52;services;2993;no;married;secondary;no;no;cellular;6;no
38;services;3715;no;single;primary;no;yes;telephone;2;no
26;management;-8;no;single;tertiary;no;no;cellular;2;no
39;admin.;1577;no;married;secondary;no;yes;unknown;15;no
54;management;588;no;married;tertiary;no;no;cellular;1;no
44;self-employed;0;no;married;primary;no;no;cellular;3;no
52;management;944;yes;divorced;secondary;no;no;unknown;1;no
43;NA;9;yes;married;primary;no;yes;cellular;1;no
NA;technician;144;NA;married;secondary;no;yes;cellular;4;no
38;services;1222;no;single;tertiary;no;yes;unknown;2;no
59;technician;0;no;married;secondary;no;no;cellular;2;no
40;blue-collar;668;no;married;secondary;no;yes;cellular;2;no
34;blue-collar;568;no;married;unknown;no;yes;cellular;1;no
41;technician;0;no;married;secondary;no;no;cellular;2;no
36;management;-861;yes;married;tertiary;no;yes;cellular;2;no
40;admin.;877;no;single;secondary;no;yes;cellular;3;no
39;student;1107;no;single;tertiary;no;yes;telephone;4;no
34;management;757;no;single;tertiary;no;no;cellular;4;no
31;management;30;no;single;tertiary;no;no;cellular;2;no
32;technician;287;no;single;secondary;no;yes;unknown;8;no
53;blue-collar;3079;no;married;secondary;no;no;cellular;1;no
28;management;3238;no;single;tertiary;no;yes;unknown;1;no
38;blue-collar;1012;yes;single;secondary;no;yes;telephone;1;no
50;blue-collar;203;no;divorced;secondary;no;yes;telephone;1;no
36;housemaid;2880;no;married;secondary;no;no;unknown;1;no
23;student;486;no;single;secondary;no;no;cellular;1;no
51;management;1708;no;married;unknown;no;no;telephone;3;no
51;management;10635;no;married;tertiary;no;yes;unknown;1;no
35;services;1728;no;married;secondary;no;yes;cellular;1;no
32;self-employed;67;no;married;secondary;no;no;cellular;1;no
60;housemaid;387;no;divorced;secondary;no;yes;unknown;1;no
34;management;56;no;married;secondary;no;yes;cellular;3;no
58;unemployed;18;no;married;secondary;no;no;cellular;1;no
58;NA;0;no;married;tertiary;no;no;unknown;4;no
34;technician;174;no;single;secondary;no;no;telephone;4;no
38;NA;162;no;divorced;tertiary;no;no;cellular;4;no
34;NA;-16;yes;married;secondary;no;yes;unknown;1;no
31;admin.;113;no;married;secondary;no;yes;cellular;3;no
46;unemployed;2940;no;married;secondary;no;yes;unknown;2;no
36;admin.;1954;yes;married;secondary;no;yes;cellular;2;no
35;admin.;182;no;single;secondary;no;yes;unknown;1;no
42;services;247;no;single;secondary;no;yes;cellular;2;no
28;technician;-58;no;married;primary;no;yes;unknown;1;no
39;technician;1685;no;single;secondary;no;yes;cellular;1;no
39;NA;410;no;single;tertiary;no;no;unknown;4;no
39;admin.;-367;NA;married;secondary;no;yes;cellular;2;no
43;technician;6835;NA;divorced;secondary;no;no;unknown;2;no
69;retired;2398;no;married;primary;no;no;cellular;1;no
43;blue-collar;-312;no;married;secondary;no;yes;unknown;11;no
36;blue-collar;2079;yes;married;primary;no;yes;unknown;2;no
NA;technician;573;no;married;unknown;no;yes;unknown;1;no
NA;management;399;no;single;secondary;no;yes;cellular;4;no
37;management;57;no;married;tertiary;no;no;cellular;2;no
37;admin.;641;no;married;secondary;no;yes;unknown;1;no
31;management;1575;no;married;tertiary;no;no;cellular;4;no
31;services;-475;no;single;secondary;no;yes;telephone;3;no
32;management;128;no;married;tertiary;no;yes;cellular;3;no
42;technician;305;no;divorced;secondary;no;yes;cellular;4;no
46;self-employed;-80;no;married;tertiary;no;yes;unknown;2;no
35;technician;198;no;married;secondary;no;no;cellular;13;no
31;management;1170;NA;married;tertiary;no;no;cellular;4;no
60;admin.;683;no;divorced;secondary;no;no;cellular;1;no
55;retired;2312;no;married;secondary;no;no;unknown;1;no
45;blue-collar;28;yes;married;secondary;no;no;cellular;1;no
33;admin.;-15;no;single;secondary;no;no;telephone;3;no
48;admin.;476;no;married;secondary;no;no;unknown;3;no
36;blue-collar;0;no;divorced;primary;no;no;cellular;2;no
37;services;217;no;married;secondary;no;yes;cellular;1;no
37;technician;157;no;married;secondary;no;yes;unknown;2;no
54;technician;83;no;divorced;secondary;no;yes;unknown;3;no
40;technician;1871;no;divorced;tertiary;no;yes;cellular;1;no
44;technician;11016;no;married;secondary;no;no;unknown;3;no
46;technician;4023;no;married;secondary;no;yes;cellular;2;no
37;NA;-57;NA;married;tertiary;no;yes;cellular;20;no
57;retired;91;yes;married;secondary;no;no;unknown;3;no
43;admin.;506;no;married;secondary;no;no;unknown;1;no
33;technician;161;no;single;secondary;no;no;cellular;9;no
38;management;633;no;single;tertiary;no;no;cellular;3;no
31;management;41;no;single;tertiary;no;yes;cellular;2;no
44;technician;-375;yes;married;unknown;yes;yes;telephone;4;no
28;blue-collar;-284;no;single;secondary;no;yes;unknown;1;no
31;management;0;no;single;tertiary;no;no;cellular;16;no
42;blue-collar;0;no;married;unknown;no;no;unknown;2;no
41;blue-collar;2413;no;married;secondary;no;no;unknown;3;no
20;student;134;no;single;primary;no;no;cellular;1;no
29;admin.;127;yes;single;secondary;no;yes;cellular;1;no
33;blue-collar;-253;no;married;secondary;no;yes;cellular;3;no
36;management;659;no;married;tertiary;no;no;cellular;13;no
42;housemaid;314;no;divorced;secondary;no;no;unknown;2;no
57;technician;6362;NA;married;secondary;no;yes;cellular;1;no
35;technician;33;no;single;tertiary;no;no;cellular;2;no
33;services;392;no;divorced;unknown;no;yes;cellular;4;no
NA;blue-collar;454;no;married;secondary;no;yes;unknown;1;no
55;blue-collar;23;no;married;unknown;no;no;cellular;1;no
28;technician;2034;no;single;secondary;no;yes;unknown;1;no
38;technician;185;yes;married;secondary;no;no;cellular;16;no
38;management;0;no;married;tertiary;no;yes;unknown;2;no
60;admin.;738;no;married;unknown;no;no;unknown;3;no
55;management;0;no;married;secondary;no;yes;unknown;2;no
48;technician;862;no;married;secondary;no;no;cellular;2;no
30;services;1256;no;married;secondary;no;yes;cellular;3;no
31;services;371;yes;married;secondary;no;yes;cellular;1;no
25;student;2503;no;single;unknown;no;no;cellular;2;no
37;management;393;no;married;tertiary;no;yes;cellular;2;no
26;blue-collar;557;yes;married;secondary;no;yes;unknown;2;no
45;blue-collar;61;yes;married;secondary;no;yes;unknown;1;no
76;retired;2991;no;married;tertiary;no;no;cellular;1;no
32;technician;557;no;married;secondary;no;yes;cellular;2;no
52;management;173;no;married;secondary;no;no;unknown;5;no
35;entrepreneur;80;no;divorced;secondary;no;no;cellular;5;no
54;unemployed;3611;no;single;secondary;no;yes;cellular;1;no
NA;technician;-482;no;married;tertiary;no;yes;cellular;3;no
44;management;2982;no;married;unknown;no;no;unknown;2;no
34;admin.;458;no;single;tertiary;no;yes;unknown;1;no
38;technician;11;no;single;tertiary;no;no;unknown;3;no
33;admin.;0;no;married;secondary;no;yes;cellular;1;no
32;blue-collar;328;no;married;secondary;no;yes;unknown;1;no
36;blue-collar;111;no;single;secondary;no;yes;cellular;3;no
77;retired;2223;no;married;primary;no;no;telephone;2;no
26;services;37;yes;single;secondary;no;no;cellular;5;no
NA;blue-collar;-15;yes;single;primary;yes;no;cellular;2;no
45;management;9051;no;married;unknown;no;yes;unknown;63;no
55;technician;284;no;divorced;secondary;yes;yes;cellular;2;no
55;admin.;183;no;married;secondary;no;yes;unknown;1;no
35;management;109;yes;married;tertiary;no;no;cellular;2;no
